stt,bm25_retrieved,bm25_hit@1,bm25_recall@1,bm25_hit@3,bm25_recall@3,bm25_hit@5,bm25_recall@5,bm25_hit@10,bm25_recall@10,bm25_hit@20,bm25_recall@20,bm25_hit@30,bm25_recall@30,bm25_mrr,tfidf_retrieved,tfidf_hit@1,tfidf_recall@1,tfidf_hit@3,tfidf_recall@3,tfidf_hit@5,tfidf_recall@5,tfidf_hit@10,tfidf_recall@10,tfidf_hit@20,tfidf_recall@20,tfidf_hit@30,tfidf_recall@30,tfidf_mrr,keyword_retrieved,keyword_hit@1,keyword_recall@1,keyword_hit@3,keyword_recall@3,keyword_hit@5,keyword_recall@5,keyword_hit@10,keyword_recall@10,keyword_hit@20,keyword_recall@20,keyword_hit@30,keyword_recall@30,keyword_mrr,semantic_retrieved,semantic_hit@1,semantic_recall@1,semantic_hit@3,semantic_recall@3,semantic_hit@5,semantic_recall@5,semantic_hit@10,semantic_recall@10,semantic_hit@20,semantic_recall@20,semantic_hit@30,semantic_recall@30,semantic_mrr
66,"[""59-2020-QH14:d4"", ""23-2022-ND:d23"", ""168-2024-ND-CP:d27"", ""36-2024-QH15:d46"", ""168-2024-ND-CP:d26"", ""59-2020-QH14:d155"", ""36-2024-QH15:d10"", ""36-2024-QH15:d30"", ""168-2024-ND-CP:d20"", ""36-2024-QH15:d6""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""01-2021-ND:d44"", ""01-2021-ND:d45"", ""168-2025-ND:d39"", ""168-2025-ND:d60"", ""168-2025-ND:d37"", ""168-2025-ND:d38"", ""168-2025-ND:d103"", ""59-2020-QH14:d26""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0357,"[""168-2025-ND:d69"", ""168-2025-ND:d71"", ""168-2025-ND:d119"", ""01-2021-ND:d97"", ""168-2025-ND:d60"", ""01-2021-ND:d96"", ""168-2025-ND:d31"", ""168-2024-ND-CP:d27"", ""168-2025-ND:d118"", ""59-2020-QH14:d209""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d101"", ""01-2021-ND:d94"", ""89-2024-ND:d13"", ""01-2021-ND:d44"", ""168-2025-ND:d94"", ""59-2020-QH14:d110"", ""168-2025-ND:d122"", ""168-2025-ND:d113"", ""01-2021-ND:d92"", ""168-2025-ND:d71""]",0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0.0556
68,"[""59-2020-QH14:d4"", ""44-2025-ND:d4"", ""44-2025-ND:d3"", ""59-2020-QH14:d104"", ""59-2020-QH14:d110"", ""23-2022-ND:d6"", ""168-2024-ND-CP:d26"", ""168-2025-ND:d74"", ""168-2025-ND:d89"", ""44-2025-ND:d15""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d7"", ""01-2021-ND:d7"", ""168-2025-ND:d89"", ""168-2025-ND:d81"", ""168-2025-ND:d74"", ""01-2021-ND:d34"", ""01-2021-ND:d82"", ""01-2021-ND:d89"", ""168-2025-ND:d33"", ""59-2020-QH14:d112""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d81"", ""168-2025-ND:d71"", ""168-2025-ND:d56"", ""01-2021-ND:d62"", ""01-2021-ND:d39"", ""168-2025-ND:d51"", ""168-2025-ND:d50"", ""168-2025-ND:d66"", ""01-2021-ND:d97"", ""168-2024-ND-CP:d13""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d119"", ""01-2021-ND:d97"", ""89-2024-ND:d6"", ""89-2024-ND:d10"", ""23-2022-ND:d51"", ""168-2025-ND:d118"", ""168-2025-ND:d123"", ""168-2025-ND:d121"", ""168-2025-ND:d75"", ""89-2024-ND:d13""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
69,"[""01-2021-ND:d56"", ""59-2020-QH14:d4"", ""01-2021-ND:d7"", ""59-2020-QH14:d181"", ""168-2025-ND:d49"", ""59-2020-QH14:d53"", ""168-2025-ND:d23"", ""59-2020-QH14:d122"", ""59-2020-QH14:d16"", ""01-2021-ND:d15""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""01-2021-ND:d56"", ""168-2025-ND:d49"", ""01-2021-ND:d7"", ""59-2020-QH14:d48"", ""23-2022-ND:d12"", ""01-2021-ND:d89"", ""168-2025-ND:d7"", ""168-2025-ND:d89"", ""168-2025-ND:d33"", ""59-2020-QH14:d122""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,0.0909,"[""168-2025-ND:d50"", ""01-2021-ND:d98"", ""168-2025-ND:d51"", ""01-2021-ND:d56"", ""01-2021-ND:d52"", ""168-2025-ND:d49"", ""168-2025-ND:d69"", ""168-2025-ND:d45"", ""168-2025-ND:d100"", ""01-2021-ND:d50""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""01-2021-ND:d28"", ""168-2025-ND:d28"", ""59-2020-QH14:d26"", ""01-2021-ND:d89"", ""168-2025-ND:d118"", ""23-2022-ND:d8"", ""01-2021-ND:d96"", ""01-2021-ND:d5"", ""168-2025-ND:d5"", ""168-2025-ND:d2""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
71,"[""168-2025-ND:d60"", ""01-2021-ND:d50"", ""168-2025-ND:d43"", ""168-2025-ND:d71"", ""59-2020-QH14:d53"", ""168-2025-ND:d69"", ""59-2020-QH14:d78"", ""23-2022-ND:d36"", ""59-2020-QH14:d145"", ""168-2025-ND:d36""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d60"", ""01-2021-ND:d50"", ""168-2025-ND:d71"", ""168-2025-ND:d36"", ""59-2020-QH14:d53"", ""168-2025-ND:d43"", ""01-2021-ND:d48"", ""01-2021-ND:d62"", ""168-2025-ND:d56"", ""168-2025-ND:d69""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d71"", ""168-2025-ND:d43"", ""168-2025-ND:d69"", ""01-2021-ND:d50"", ""168-2025-ND:d60"", ""168-2025-ND:d56"", ""01-2021-ND:d62"", ""168-2025-ND:d54"", ""01-2021-ND:d39"", ""168-2025-ND:d45""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d67"", ""01-2021-ND:d73"", ""23-2022-ND:d21"", ""59-2020-QH14:d206"", ""168-2025-ND:d61"", ""01-2021-ND:d91"", ""59-2020-QH14:d201"", ""01-2021-ND:d66"", ""01-2021-ND:d67"", ""168-2025-ND:d60""]",0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,1,0.3333,0.25
74,"[""59-2020-QH14:d4"", ""23-2022-ND:d23"", ""59-2020-QH14:d37"", ""168-2025-ND:d40"", ""59-2020-QH14:d31"", ""89-2024-ND:d11"", ""168-2025-ND:d56"", ""89-2024-ND:d7"", ""168-2025-ND:d43"", ""01-2021-ND:d47""]",0,0.0,0,0.0,1,0.5,1,0.5,1,1.0,1,1.0,0.2,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""168-2025-ND:d40"", ""01-2021-ND:d47"", ""59-2020-QH14:d37"", ""168-2025-ND:d56"", ""168-2025-ND:d41"", ""89-2024-ND:d4"", ""59-2020-QH14:d87"", ""89-2024-ND:d9""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,1.0,0.0526,"[""168-2025-ND:d54"", ""168-2025-ND:d26"", ""23-2022-ND:d33"", ""01-2021-ND:d26"", ""59-2020-QH14:d205"", ""168-2025-ND:d40"", ""89-2024-ND:d11"", ""23-2022-ND:d35"", ""168-2025-ND:d50"", ""168-2025-ND:d55""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0333,"[""01-2021-ND:d52"", ""59-2020-QH14:d31"", ""168-2025-ND:d45"", ""01-2021-ND:d61"", ""168-2025-ND:d55"", ""168-2025-ND:d100"", ""168-2025-ND:d41"", ""168-2025-ND:d44"", ""59-2020-QH14:d204"", ""01-2021-ND:d51""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5
75,"[""168-2025-ND:d56"", ""168-2025-ND:d40"", ""168-2025-ND:d57"", ""01-2021-ND:d33"", ""168-2025-ND:d54"", ""01-2021-ND:d69"", ""59-2020-QH14:d31"", ""168-2025-ND:d41"", ""168-2025-ND:d32"", ""01-2021-ND:d32""]",0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.1429,"[""01-2021-ND:d33"", ""168-2025-ND:d32"", ""168-2025-ND:d40"", ""168-2025-ND:d56"", ""168-2025-ND:d41"", ""168-2025-ND:d57"", ""01-2021-ND:d32"", ""01-2021-ND:d69"", ""168-2025-ND:d101"", ""59-2020-QH14:d31""]",0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.1,"[""168-2025-ND:d71"", ""168-2025-ND:d32"", ""168-2025-ND:d69"", ""168-2025-ND:d50"", ""168-2025-ND:d54"", ""168-2025-ND:d57"", ""168-2025-ND:d31"", ""168-2025-ND:d51"", ""01-2021-ND:d31"", ""168-2024-ND-CP:d52""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0435,"[""168-2025-ND:d105"", ""01-2021-ND:d90"", ""01-2021-ND:d94"", ""01-2021-ND:d93"", ""89-2024-ND:d12"", ""168-2025-ND:d100"", ""168-2025-ND:d65"", ""59-2020-QH14:d30"", ""168-2025-ND:d108"", ""168-2025-ND:d107""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
77,"[""168-2025-ND:d49"", ""59-2020-QH14:d31"", ""59-2020-QH14:d78"", ""01-2021-ND:d56"", ""89-2024-ND:d11"", ""89-2024-ND:d7"", ""89-2024-ND:d9"", ""59-2020-QH14:d164"", ""168-2025-ND:d43"", ""168-2025-ND:d54""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"[""168-2025-ND:d49"", ""01-2021-ND:d56"", ""89-2024-ND:d9"", ""89-2024-ND:d5"", ""168-2025-ND:d40"", ""168-2025-ND:d57"", ""168-2025-ND:d101"", ""59-2020-QH14:d31"", ""168-2025-ND:d78"", ""59-2020-QH14:d78""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.125,"[""168-2025-ND:d69"", ""89-2024-ND:d11"", ""168-2025-ND:d54"", ""168-2025-ND:d51"", ""168-2025-ND:d50"", ""168-2025-ND:d46"", ""168-2025-ND:d100"", ""168-2025-ND:d43"", ""168-2025-ND:d49"", ""168-2025-ND:d45""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0345,"[""59-2020-QH14:d31"", ""01-2021-ND:d61"", ""168-2025-ND:d55"", ""168-2025-ND:d32"", ""01-2021-ND:d52"", ""168-2025-ND:d49"", ""168-2025-ND:d42"", ""168-2025-ND:d57"", ""168-2025-ND:d45"", ""168-2025-ND:d44""]",1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1.0
78,"[""01-2021-ND:d7"", ""168-2025-ND:d7"", ""59-2020-QH14:d4"", ""168-2025-ND:d8"", ""01-2021-ND:d8"", ""168-2025-ND:d89"", ""168-2025-ND:d124"", ""59-2020-QH14:d31"", ""168-2025-ND:d81"", ""168-2025-ND:d91""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.125,"[""01-2021-ND:d7"", ""168-2025-ND:d7"", ""168-2025-ND:d91"", ""59-2020-QH14:d29"", ""168-2025-ND:d8"", ""01-2021-ND:d89"", ""01-2021-ND:d8"", ""01-2021-ND:d56"", ""168-2025-ND:d89"", ""168-2025-ND:d49""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0476,"[""168-2025-ND:d69"", ""59-2020-QH14:d31"", ""01-2021-ND:d65"", ""168-2025-ND:d49"", ""168-2025-ND:d51"", ""168-2025-ND:d100"", ""168-2025-ND:d71"", ""168-2025-ND:d64"", ""168-2025-ND:d47"", ""168-2025-ND:d50""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"[""168-2025-ND:d123"", ""59-2020-QH14:d31"", ""168-2025-ND:d100"", ""168-2025-ND:d64"", ""168-2025-ND:d32"", ""01-2021-ND:d90"", ""168-2025-ND:d122"", ""59-2020-QH14:d30"", ""168-2025-ND:d42"", ""168-2025-ND:d26""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5
80,"[""59-2020-QH14:d4"", ""59-2020-QH14:d204"", ""59-2020-QH14:d203"", ""59-2020-QH14:d199"", ""01-2021-ND:d53"", ""59-2020-QH14:d198"", ""59-2020-QH14:d166"", ""168-2025-ND:d26"", ""59-2020-QH14:d202"", ""01-2021-ND:d26""]",0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0.3333,"[""59-2020-QH14:d204"", ""59-2020-QH14:d202"", ""59-2020-QH14:d203"", ""23-2022-ND:d22"", ""01-2021-ND:d47"", ""23-2022-ND:d33"", ""59-2020-QH14:d166"", ""59-2020-QH14:d72"", ""59-2020-QH14:d199"", ""59-2020-QH14:d120""]",0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0.3333,"[""59-2020-QH14:d203"", ""59-2020-QH14:d204"", ""59-2020-QH14:d205"", ""23-2022-ND:d29"", ""59-2020-QH14:d202"", ""168-2025-ND:d45"", ""168-2025-ND:d46"", ""168-2025-ND:d51"", ""168-2025-ND:d54"", ""89-2024-ND:d11""]",1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,"[""168-2025-ND:d46"", ""168-2025-ND:d45"", ""01-2021-ND:d53"", ""01-2021-ND:d52"", ""168-2025-ND:d43"", ""59-2020-QH14:d52"", ""01-2021-ND:d50"", ""59-2020-QH14:d186"", ""168-2025-ND:d42"", ""01-2021-ND:d49""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
83,"[""59-2020-QH14:d78"", ""01-2021-ND:d89"", ""01-2021-ND:d67"", ""168-2025-ND:d61"", ""59-2020-QH14:d193"", ""59-2020-QH14:d206"", ""168-2025-ND:d103"", ""168-2025-ND:d60"", ""59-2020-QH14:d53"", ""01-2021-ND:d56""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.1667,"[""01-2021-ND:d89"", ""168-2025-ND:d103"", ""01-2021-ND:d67"", ""168-2025-ND:d61"", ""59-2020-QH14:d206"", ""01-2021-ND:d56"", ""168-2025-ND:d60"", ""23-2022-ND:d21"", ""168-2025-ND:d49"", ""01-2021-ND:d91""]",0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0.2,"[""168-2025-ND:d69"", ""01-2021-ND:d56"", ""168-2025-ND:d49"", ""168-2025-ND:d71"", ""168-2025-ND:d50"", ""168-2025-ND:d51"", ""168-2025-ND:d54"", ""168-2025-ND:d60"", ""01-2021-ND:d66"", ""01-2021-ND:d57""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0.0345,"[""01-2021-ND:d91"", ""59-2020-QH14:d206"", ""01-2021-ND:d66"", ""168-2025-ND:d67"", ""168-2025-ND:d61"", ""59-2020-QH14:d110"", ""168-2025-ND:d60"", ""168-2025-ND:d49"", ""01-2021-ND:d92"", ""01-2021-ND:d67""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5
85,"[""168-2025-ND:d54"", ""01-2021-ND:d60"", ""01-2021-ND:d28"", ""59-2020-QH14:d31"", ""168-2025-ND:d49"", ""168-2025-ND:d28"", ""01-2021-ND:d7"", ""59-2020-QH14:d110"", ""168-2025-ND:d7"", ""01-2021-ND:d17""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d54"", ""01-2021-ND:d60"", ""59-2020-QH14:d191"", ""01-2021-ND:d34"", ""168-2025-ND:d49"", ""59-2020-QH14:d29"", ""168-2025-ND:d8"", ""01-2021-ND:d33"", ""168-2025-ND:d7"", ""168-2025-ND:d33""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d64"", ""168-2025-ND:d50"", ""168-2025-ND:d51"", ""168-2025-ND:d30"", ""168-2025-ND:d43"", ""168-2025-ND:d45"", ""168-2025-ND:d56"", ""168-2025-ND:d57"", ""01-2021-ND:d98"", ""01-2021-ND:d53""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""89-2024-ND:d13"", ""89-2024-ND:d12"", ""168-2025-ND:d96"", ""01-2021-ND:d32"", ""168-2025-ND:d32"", ""168-2025-ND:d101"", ""168-2025-ND:d110"", ""01-2021-ND:d94"", ""168-2025-ND:d94"", ""168-2025-ND:d122""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
86,"[""01-2021-ND:d50"", ""168-2025-ND:d43"", ""168-2025-ND:d46"", ""59-2020-QH14:d78"", ""01-2021-ND:d53"", ""89-2024-ND:d7"", ""59-2020-QH14:d12"", ""89-2024-ND:d11"", ""168-2025-ND:d60"", ""168-2025-ND:d54""]",0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,1,0.3333,0.1429,"[""01-2021-ND:d50"", ""168-2025-ND:d43"", ""01-2021-ND:d48"", ""01-2021-ND:d47"", ""168-2025-ND:d46"", ""01-2021-ND:d53"", ""168-2025-ND:d40"", ""168-2025-ND:d41"", ""59-2020-QH14:d78"", ""168-2025-ND:d60""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0588,"[""01-2021-ND:d50"", ""168-2025-ND:d43"", ""168-2025-ND:d54"", ""168-2025-ND:d69"", ""168-2025-ND:d46"", ""01-2021-ND:d53"", ""89-2024-ND:d7"", ""168-2025-ND:d71"", ""59-2020-QH14:d14"", ""168-2025-ND:d45""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,0.0417,"[""59-2020-QH14:d78"", ""01-2021-ND:d91"", ""01-2021-ND:d78"", ""89-2024-ND:d12"", ""47-2021-ND:d26"", ""168-2025-ND:d70"", ""01-2021-ND:d50"", ""59-2020-QH14:d110"", ""168-2025-ND:d105"", ""168-2025-ND:d72""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333,1,0.3333,0.0714
89,"[""59-2020-QH14:d4"", ""59-2020-QH14:d68"", ""168-2025-ND:d44"", ""01-2021-ND:d52"", ""168-2025-ND:d45"", ""01-2021-ND:d51"", ""01-2021-ND:d26"", ""168-2025-ND:d26"", ""59-2020-QH14:d87"", ""01-2021-ND:d53""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,0.5,"[""59-2020-QH14:d68"", ""59-2020-QH14:d87"", ""168-2025-ND:d44"", ""01-2021-ND:d51"", ""01-2021-ND:d52"", ""59-2020-QH14:d4"", ""168-2025-ND:d45"", ""59-2020-QH14:d186"", ""01-2021-ND:d55"", ""59-2020-QH14:d35""]",1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,1.0,"[""168-2025-ND:d44"", ""01-2021-ND:d51"", ""89-2024-ND:d7"", ""59-2020-QH14:d68"", ""59-2020-QH14:d47"", ""168-2025-ND:d69"", ""168-2025-ND:d71"", ""168-2024-ND-CP:d20"", ""168-2025-ND:d51"", ""59-2020-QH14:d87""]",0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,0.25,"[""59-2020-QH14:d178"", ""168-2025-ND:d44"", ""01-2021-ND:d51"", ""89-2024-ND:d6"", ""168-2024-ND-CP:d44"", ""89-2024-ND:d13"", ""47-2021-ND:d31"", ""59-2020-QH14:d68"", ""89-2024-ND:d10"", ""248-2025-ND:d1""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,1.0,0.125
91,"[""59-2020-QH14:d4"", ""23-2022-ND:d23"", ""168-2025-ND:d44"", ""01-2021-ND:d51"", ""168-2025-ND:d51"", ""168-2025-ND:d45"", ""59-2020-QH14:d155"", ""168-2025-ND:d26"", ""01-2021-ND:d26"", ""168-2025-ND:d46""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""59-2020-QH14:d123"", ""168-2025-ND:d44"", ""01-2021-ND:d51"", ""59-2020-QH14:d125"", ""59-2020-QH14:d124"", ""59-2020-QH14:d112"", ""168-2025-ND:d51"", ""59-2020-QH14:d130""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0435,"[""168-2025-ND:d24"", ""01-2021-ND:d23"", ""01-2021-ND:d28"", ""01-2021-ND:d31"", ""168-2025-ND:d28"", ""168-2025-ND:d30"", ""01-2021-ND:d26"", ""01-2021-ND:d29"", ""168-2025-ND:d26"", ""168-2025-ND:d104""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""59-2020-QH14:d158"", ""59-2020-QH14:d60"", ""89-2024-ND:d13"", ""59-2020-QH14:d150"", ""01-2021-ND:d77"", ""59-2020-QH14:d73"", ""168-2024-ND-CP:d49"", ""01-2021-ND:d83"", ""47-2021-ND:d21"", ""01-2021-ND:d52""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
94,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""59-2020-QH14:d155"", ""100-2019-ND-CP:d35"", ""168-2024-ND-CP:d37"", ""168-2024-ND-CP:d26"", ""01-2021-ND:d52"", ""168-2025-ND:d57"", ""59-2020-QH14:d193"", ""168-2025-ND:d11""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.037,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""59-2020-QH14:d155"", ""100-2019-ND-CP:d35"", ""168-2025-ND:d60"", ""01-2021-ND:d66"", ""168-2024-ND-CP:d37"", ""23-2022-ND:d21"", ""59-2020-QH14:d206"", ""168-2025-ND:d31""]",0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.1111,"[""168-2025-ND:d54"", ""168-2025-ND:d71"", ""01-2021-ND:d60"", ""168-2025-ND:d51"", ""168-2025-ND:d60"", ""44-2025-ND:d29"", ""01-2021-ND:d66"", ""168-2024-ND-CP:d52"", ""168-2025-ND:d30"", ""168-2025-ND:d69""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""01-2021-ND:d83"", ""01-2021-ND:d11"", ""59-2020-QH14:d41"", ""01-2021-ND:d20"", ""168-2025-ND:d16"", ""168-2025-ND:d70"", ""168-2024-ND-CP:d37"", ""01-2021-ND:d2"", ""168-2025-ND:d11"", ""01-2021-ND:d93""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
96,"[""23-2022-ND:d23"", ""59-2020-QH14:d4"", ""168-2025-ND:d89"", ""168-2025-ND:d7"", ""01-2021-ND:d7"", ""01-2021-ND:d79"", ""168-2025-ND:d82"", ""59-2020-QH14:d7"", ""01-2021-ND:d89"", ""59-2020-QH14:d176""]",0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,0.125,"[""23-2022-ND:d23"", ""168-2025-ND:d89"", ""168-2025-ND:d7"", ""59-2020-QH14:d4"", ""01-2021-ND:d89"", ""01-2021-ND:d7"", ""01-2021-ND:d82"", ""168-2025-ND:d116"", ""01-2021-ND:d79"", ""168-2025-ND:d85""]",0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0.0909,"[""168-2025-ND:d89"", ""01-2021-ND:d89"", ""01-2021-ND:d7"", ""168-2025-ND:d49"", ""168-2025-ND:d7"", ""168-2025-ND:d95"", ""59-2020-QH14:d181"", ""01-2021-ND:d56"", ""100-2019-ND-CP:d77"", ""01-2021-ND:d79""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""168-2025-ND:d120"", ""168-2025-ND:d121"", ""59-2020-QH14:d27"", ""01-2021-ND:d11"", ""01-2021-ND:d97"", ""168-2025-ND:d119"", ""01-2021-ND:d82"", ""01-2021-ND:d2"", ""168-2025-ND:d2"", ""01-2021-ND:d32""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
98,"[""89-2024-ND:d13"", ""168-2025-ND:d23"", ""01-2021-ND:d62"", ""168-2025-ND:d56"", ""01-2021-ND:d17"", ""168-2025-ND:d71"", ""168-2025-ND:d64"", ""59-2020-QH14:d191"", ""168-2025-ND:d66"", ""59-2020-QH14:d124""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,"[""59-2020-QH14:d191"", ""01-2021-ND:d62"", ""168-2025-ND:d56"", ""89-2024-ND:d13"", ""168-2025-ND:d6"", ""01-2021-ND:d6"", ""01-2021-ND:d72"", ""89-2024-ND:d12"", ""01-2021-ND:d31"", ""168-2025-ND:d36""]",0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0.0588,"[""168-2025-ND:d30"", ""01-2021-ND:d31"", ""01-2021-ND:d62"", ""168-2025-ND:d121"", ""168-2025-ND:d71"", ""168-2025-ND:d56"", ""168-2025-ND:d66"", ""01-2021-ND:d29"", ""01-2021-ND:d6"", ""168-2025-ND:d120""]",0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0.0833,"[""01-2021-ND:d47"", ""89-2024-ND:d13"", ""168-2025-ND:d40"", ""168-2025-ND:d24"", ""59-2020-QH14:d191"", ""168-2025-ND:d46"", ""01-2021-ND:d77"", ""59-2020-QH14:d19"", ""168-2025-ND:d47"", ""89-2024-ND:d12""]",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
100,"[""59-2020-QH14:d4"", ""168-2025-ND:d44"", ""01-2021-ND:d51"", ""168-2025-ND:d26"", ""168-2025-ND:d51"", ""59-2020-QH14:d113"", ""01-2021-ND:d28"", ""168-2025-ND:d28"", ""01-2021-ND:d26"", ""59-2020-QH14:d47""]",0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,1.0,0.1667,"[""59-2020-QH14:d75"", ""59-2020-QH14:d4"", ""59-2020-QH14:d47"", ""59-2020-QH14:d119"", ""59-2020-QH14:d178"", ""59-2020-QH14:d25"", ""01-2021-ND:d51"", ""168-2025-ND:d44"", ""168-2025-ND:d26"", ""59-2020-QH14:d87""]",0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,1.0,0.0769,"[""168-2025-ND:d51"", ""168-2025-ND:d50"", ""168-2025-ND:d54"", ""01-2021-ND:d58"", ""168-2025-ND:d44"", ""59-2020-QH14:d17"", ""01-2021-ND:d57"", ""01-2021-ND:d60"", ""59-2020-QH14:d47"", ""59-2020-QH14:d205""]",0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0.0769,"[""59-2020-QH14:d133"", ""59-2020-QH14:d132"", ""59-2020-QH14:d113"", ""59-2020-QH14:d143"", ""59-2020-QH14:d145"", ""59-2020-QH14:d142"", ""168-2025-ND:d72"", ""59-2020-QH14:d125"", ""59-2020-QH14:d119"", ""59-2020-QH14:d118""]",0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.3333
